model,dataset,trainer_configuration,fold,test_setting,row_type,case_id,source_case_id,patient_id,series_id,contrast_label,contrast,segment,n_cases,volume_ml,DSC,IoU,HD95_mm,ASSD_mm,volume_error_pct,precision,recall,relative_volume_error_pct,TP,FP,FN,TN,n_pred,n_ref,prediction_file,reference_file,summary_file
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,case,liver_0232,,,,,UNKNOWN,liver,,NA,0.9368046042,0.8811217654,NA,NA,-2.065622211,0.9466840992,0.9271291822,-2.065622211,301215,16964,23675,3917986,318179,324890,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_results/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/liver_0232.nii.gz,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_preprocessed/Dataset001_Liver/gt_segmentations/liver_0232.nii.gz,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,case,liver_0233,,,,,UNKNOWN,liver,,NA,0.9567636319,0.9171110797,NA,NA,-0.5204746783,0.959266515,0.9542737757,-0.5204746783,570942,24244,27358,14123056,595186,598300,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_results/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/liver_0233.nii.gz,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_preprocessed/Dataset001_Liver/gt_segmentations/liver_0233.nii.gz,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,case,liver_0234,,,,,UNKNOWN,liver,,NA,0.9572095675,0.9179309069,NA,NA,-1.890805317,0.966433458,0.9481600828,-1.890805317,560831,19479,30663,14134627,580310,591494,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_results/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/liver_0234.nii.gz,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_preprocessed/Dataset001_Liver/gt_segmentations/liver_0234.nii.gz,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,case,liver_0239,,,,,UNKNOWN,liver,,NA,0.9534374226,0.911018073,NA,NA,-3.03750179,0.9683713812,0.9389570832,-3.03750179,144267,4712,9379,4035946,148979,153646,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_results/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/liver_0239.nii.gz,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_preprocessed/Dataset001_Liver/gt_segmentations/liver_0239.nii.gz,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,case,liver_0249,,,,,UNKNOWN,liver,,NA,0.9463345101,0.898135622,NA,NA,-1.556028608,0.9538135033,0.9389718923,-1.556028608,713690,34559,46386,14540789,748249,760076,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_results/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/liver_0249.nii.gz,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_preprocessed/Dataset001_Liver/gt_segmentations/liver_0249.nii.gz,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,case,liver_0253,,,,,UNKNOWN,liver,,NA,0.930886079,0.8707080328,NA,NA,0.3801750263,0.9291232825,0.9326555772,0.3801750263,153572,11715,11089,2969352,165287,164661,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_results/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/liver_0253.nii.gz,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_preprocessed/Dataset001_Liver/gt_segmentations/liver_0253.nii.gz,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,case,liver_0260,,,,,UNKNOWN,liver,,NA,0.9491334675,0.9031912599,NA,NA,-0.5154031832,0.9515920713,0.9466875354,-0.5154031832,594569,30246,33483,12973190,624815,628052,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_results/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/liver_0260.nii.gz,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_preprocessed/Dataset001_Liver/gt_segmentations/liver_0260.nii.gz,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,case,liver_0287,,,,,UNKNOWN,liver,,NA,0.8909660415,0.8033712896,NA,NA,4.002275437,0.8738227074,0.908795499,4.002275437,116623,16840,11704,4049137,133463,128327,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_results/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/liver_0287.nii.gz,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_preprocessed/Dataset001_Liver/gt_segmentations/liver_0287.nii.gz,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,case,liver_0298,,,,,UNKNOWN,liver,,NA,0.9398223487,0.8864762878,NA,NA,4.676384468,0.9188292152,0.9617972019,4.676384468,482525,42627,19166,16560578,525152,501691,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_results/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/liver_0298.nii.gz,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_preprocessed/Dataset001_Liver/gt_segmentations/liver_0298.nii.gz,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,case,liver_0301,,,,,UNKNOWN,liver,,NA,0.9409802198,0.8885388521,NA,NA,5.103135178,0.918136233,0.9649899661,5.103135178,146664,13077,5321,4553530,159741,151985,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_results/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/liver_0301.nii.gz,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_preprocessed/Dataset001_Liver/gt_segmentations/liver_0301.nii.gz,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,case,liver_0302,,,,,UNKNOWN,liver,,NA,0.9350467393,0.8780166923,NA,NA,3.492894878,0.9192677819,0.9513768392,3.492894878,147491,12953,7538,4550610,160444,155029,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_results/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/liver_0302.nii.gz,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_preprocessed/Dataset001_Liver/gt_segmentations/liver_0302.nii.gz,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,case,liver_0308,,,,,UNKNOWN,liver,,NA,0.938248922,0.8836806869,NA,NA,2.989083159,0.9246333815,0.9522714422,2.989083159,175157,14277,8779,4520379,189434,183936,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_results/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/liver_0308.nii.gz,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_preprocessed/Dataset001_Liver/gt_segmentations/liver_0308.nii.gz,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,case,liver_0309,,,,,UNKNOWN,liver,,NA,0.9677787627,0.9375691255,NA,NA,2.932759138,0.9539917913,0.9819700728,2.932759138,720550,34750,13230,14566894,755300,733780,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_results/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/liver_0309.nii.gz,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_preprocessed/Dataset001_Liver/gt_segmentations/liver_0309.nii.gz,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
